TIC ID,TOI,Previous CTOI,Master,SG1A,SG1B,SG2,SG3,SG4,SG5,ACWG ESM,ACWG TSM,Time Series Observations,Spectroscopy Observations,Imaging Observations,TESS Disposition,TFOPWG Disposition,TESS Mag,TESS Mag err,Planet Name,Pipeline Signal ID,Source,RA,Dec,PM RA (mas/yr),PM RA err (mas/yr),PM Dec (mas/yr),PM Dec err (mas/yr),Epoch (BJD),Epoch (BJD) err,Period (days),Period (days) err,Duration (hours),Duration (hours) err,Depth (mmag),Depth (mmag) err,Depth (ppm),Depth (ppm) err,Planet Radius (R_Earth),Planet Radius (R_Earth) err,Planet Insolation (Earth Flux),Planet Equil Temp (K),Planet SNR,Stellar Distance (pc),Stellar Distance (pc) err,Stellar Eff Temp (K),Stellar Eff Temp (K) err,Stellar log(g) (cm/s^2),Stellar log(g) (cm/s^2) err,Stellar Radius (R_Sun),Stellar Radius (R_Sun) err,Stellar Metallicity,Stellar Metallicity err,Stellar Mass (M_Sun),Stellar Mass (M_Sun) err,Sectors,Date TOI Alerted (UTC),Date TOI Updated (UTC),Date Modified,Comments
416624606,1359.01,,5,5,5,5,5,5,5,31.4,116.0,1,2,2,PC,FP,10.2732,0.024,,1,qlp,20:40:09.13,50:19:25.47,3.5469999999999997,0.057,-39.384,0.049,2458717.60129,0.0030800000000000003,2.5158400000000003,0.00023999999999999998,2.6439999999999997,0.24100000000000002,1.901703,0.225532,1750.0,207.701,12.5851,3.3967699999999996,6089.93,2461.0,31.0,335.20300000000003,3.7739999999999996,5915.0,191.0,3.82,0.09,2.11,0.1,,,1.08,0.15545,"15,16",2019-10-30,2020-05-20,2021-08-19 00:00:00,
330468175,1360.01,,3,4,3,4,4,4,4,14.7,54.9,1,1,5,PC,PC,10.0146,0.021,,1,qlp,21:00:39.89,47:47:09.57,2.27,0.051,0.10400000000000001,0.053,2458739.28,0.0077,0.70902,0.00036,2.49,0.287,0.619046,0.001297,570.0,1.1945299999999999,5.18865,0.325913,65312.0,4453.0,19.0,533.615,8.445,8999.0,297.4,4.05,0.07,2.36,0.07,,,2.27,0.32272,"15,16",2019-10-30,2020-05-20,2021-08-19 00:00:00,Raw light curve aperture 2 and 3 look like they have different depths. Possible depth/aperture correlation and EB.
277447970,1361.01,,3,4,3,3,2,4,4,64.9,169.4,6,5,1,PC,PC,10.2202,0.006,,1,qlp,21:23:19.08,52:48:52.92,1.433,0.048,-8.256,0.045,2458715.83154,0.00116,2.23788,9e-05,3.3310000000000004,0.317,5.398651,0.000715,4960.0,0.658217,11.9527,0.49805699999999997,4103.5,2229.0,39.0,339.994,3.1195,7050.0,166.7,4.19,0.09,1.66,0.07,,,1.558,0.27032399999999995,"15,16",2019-10-30,2020-05-20,2021-08-19 00:00:00,rapidly rotating star
395142888,1362.01,,3,4,3,3,3,4,4,28.8,27.2,0,1,2,PC,PC,9.7736,0.032,,1,qlp,22:21:12.2,59:33:38.93,-1.229,0.065,-1.765,0.063,2458739.51354,0.00395,1.91678,0.0003,1.319,0.261,0.5647300000000001,0.002349,520.0,2.16329,18.6666,,1719.83,1794.0,11.0,975.533,39.1355,8129.0,122.0,,,7.39,,,,,,"16,17",2019-10-30,2020-05-20,2021-08-19 00:00:00,Variable star
230017325,1363.01,,5,5,5,5,5,5,5,15.9,33.1,0,3,2,PC,FP,10.3843,0.006999999999999999,,1,qlp,19:25:52.59,61:46:33.85,-6.849,0.06,-8.871,0.046,2459408.552532,0.003539,9.692559699999999,6.840000000000001e-05,2.725,0.191,1.390633,0.000852,1280.0,0.7851739999999999,12.4046,0.700732,73.4732,815.0,27.0,615.12,10.067,6012.0,128.6,3.39,0.08,3.51,0.17,,,1.11,0.154299,"14,15,16,17,18,19,20,21,23,24,25,26,40",2019-10-30,2021-09-10,2021-10-09 12:02:01,weak odd-even; check TIC 230017324 (TOI 1280.01)
26880783,1364.01,,3,4,3,3,4,4,4,20.3,79.1,0,1,4,PC,PC,9.2118,0.006999999999999999,,1,qlp,19:33:46.46,53:27:52.3,-3.0989999999999998,0.07,-7.254,0.07200000000000001,2458740.4666,0.00257,1.77587,0.00037999999999999997,2.069,0.239,0.749417,0.000778,690.0,0.7164659999999999,8.71075,0.40802,8758.41,2695.0,19.0,595.288,12.255999999999998,9598.0,143.1,3.81,0.06,3.23,0.1,,,2.45,0.32497800000000004,16,2019-10-30,2020-05-20,2021-08-19 00:00:00,Rs 3.2
367099243,1365.01,,5,5,5,5,5,5,5,295.7,462.2,2,2,0,PC,FP,10.4849,0.006,,1,qlp,21:10:55,72:36:55.28,-25.691,0.047,-13.894,0.045,2458739.49847,0.00101,1.8286,0.00015,3.464,0.065,28.447784000000002,1.402145,25861.1,1290.59,22.8859,5.2839599999999995,13385.3,2996.0,108.0,244.31799999999998,1.5859999999999999,6046.3,179.4,4.43,0.11,1.29,0.08,,,1.484,0.32098699999999997,"16,17,18,19",2019-10-30,2019-10-30,2021-08-19 00:00:00,V-shaped; depth-aperture correlation; TFOP FP
120602501,1366.01,,5,5,5,5,4,5,5,160.4,849.0,0,2,4,PC,APC,8.48216,0.006,,1,qlp,22:30:44.84,40:00:13.55,64.486,0.036000000000000004,-47.157,0.047,2458745.78847,0.00066,7.430619999999999,0.0005099999999999999,3.285,0.11,8.796388,0.081083,8069.0419805482,74.67773000000001,27.0219,5.38696,616.197,1388.0,33.0,118.59,0.43700000000000006,5705.0,185.1,3.97,0.07,1.73,0.11,,,1.02,0.127522,16,2019-10-30,2019-10-30,2021-08-30 00:00:00,2x period
129539786,1367.01,,1,4,1,5,5,5,5,16.7,82.6,1,1,4,PC,FP,9.241019999999999,0.006,,1,qlp,22:55:48.87,39:38:42.42,-55.543,0.038,-28.177,0.038,2458739.37304,0.0034,2.08839,0.00063,2.14,0.518,0.758544,0.0021579999999999998,698.4010000000001,1.98731,5.0203,0.5847180000000001,2014.92,1866.0,16.0,195.858,1.1855,6255.8,330.7,4.11,0.09,1.73,0.18,,,1.355,0.22895100000000002,16,2019-10-30,2019-10-30,2021-08-19 00:00:00,
136971594,1368.01,,5,5,5,5,5,5,5,11.1,59.5,2,2,5,PC,FP,9.1384,0.006,,1,qlp,21:11:51.87,43:35:34.26,-96.26299999999999,0.046,-2.55,0.051,2458711.81369,0.00474,1.2556200000000002,0.00023999999999999998,2.3040000000000003,0.293,0.314909,0.000802,290.0,0.738273,2.95064,0.21711999999999998,2790.4,2024.0,10.0,158.181,0.7595,5717.0,132.4,3.97,0.07,1.72,0.08,,,1.02,0.12281199999999999,"15,16",2019-10-30,2020-05-20,2021-08-19 00:00:00,Low SNR; some depth-aperture correlation
155005217,1369.01,,3,4,3,3,4,4,4,24.1,98.1,0,2,3,PC,PC,10.4216,0.01,,1,qlp,23:00:58.52,42:32:57.54,-1.704,0.095,0.006999999999999999,0.099,2458741.68632,0.00165,7.60475,0.00112,5.678,0.145,4.635116,0.000592,4260.0,0.5450659999999999,12.3018,0.626678,2512.15,1972.0,42.0,516.299,21.2785,9139.0,167.7,4.29,0.08,1.8,0.09,,,2.31,0.34057600000000005,16,2019-10-30,2020-05-20,2021-08-19 00:00:00,Possibly twice the period
155114483,1370.01,,5,5,5,5,5,5,5,40.5,184.7,4,1,4,PC,FP,9.250680000000001,0.006,,1,qlp,23:02:59.63,44:33:53.45,12.325,0.044000000000000004,-9.1,0.045,2458740.10211,0.00109,5.2649099999999995,0.0002,2.543,0.315,3.741371,0.003014,3440.0,2.77609,11.2473,0.44676800000000005,2650.14,1998.0,54.0,275.493,2.3225,8728.0,161.6,4.32,0.07,1.7,0.05,,,2.189,0.329227,"16,17",2019-10-30,2020-05-20,2021-08-19 00:00:00,Possible secondary; two stars in pixel; >3 sigma centroid offset
162130054,1371.01,,5,5,5,5,2,5,5,152.8,297.5,3,4,1,PC,APC,9.948,0.008,,1,qlp,22:04:28.25,31:01:07.56,4.53,0.057,-1.516,0.07,2458716.3725099997,0.00045999999999999996,5.0103599999999995,9e-05,2.842,0.107,15.61641,0.205377,14280.3,189.141,23.8353,2.96164,1116.81,1610.0,148.0,302.295,3.7119999999999997,6527.0,154.1,4.11,0.09,1.81,0.08,,,1.46,0.242983,16,2019-10-30,2019-10-30,2021-08-19 00:00:00,Possible secondary
164150539,1372.01,,5,5,5,5,5,5,5,18.9,122.2,3,2,2,PC,FP,10.3126,0.006,,1,qlp,22:23:00.86,30:34:21.81,7.989,0.07,3.7489999999999997,0.085,2458741.7322400003,0.00251,6.16027,0.00088,0.359,0.039,2.315085,0.032488,2130.0,29.9217,11.4901,1.08409,2.45254,348.0,13.0,244.043,3.7655,5772.0,123.2,4.07,0.08,1.55,0.07,,,1.034,0.132868,16,2019-10-30,2020-05-20,2021-08-19 00:00:00,Minor depth-aperture correlation
176899385,1373.01,,5,5,5,5,5,5,5,97.1,102.5,0,0,4,KP,KP,9.995771000000001,0.006,,1,qlp,23:39:05.78,42:27:57.55,-20.075,0.07400000000000001,3.123,0.049,2458740.18871,0.00036,3.8528800000000003,5e-05,3.263,0.175,9.574859,0.001165,8780.0,1.0729799999999998,14.9692,0.834881,1107.89,1607.0,176.0,275.358,3.5905,6893.4,147.5,4.22,0.1,1.57,0.09,-0.0340897,0.0272165,1.499,0.260248,"16,17",2019-10-30,2020-05-20,2021-08-19 00:00:00,HAT-P-6 b
190430205,1374.01,,5,5,5,5,5,5,5,17.6,42.8,1,1,3,EB,FP,9.8261,0.011000000000000001,,1,qlp,21:39:41.4,46:13:12.78,-2.1519999999999997,0.059000000000000004,-1.765,0.051,2458712.06866,0.0107,1.06884,0.00033999999999999997,2.512,0.474,0.510416,0.001853,470.0,1.70665,10.3628,0.812198,32361.2,3736.0,11.0,1013.56,29.319000000000003,9222.0,179.0,3.42,0.07,4.94,0.19,,,2.34,0.307761,"15,16",2019-10-30,2020-05-20,2021-08-19 00:00:00,TFOP FP; retired as NEB
190442486,1375.01,,5,5,5,5,5,5,5,7.9,44.4,1,2,1,PC,FP,10.4568,0.016,,1,qlp,21:39:44.53,41:57:02.86,16.048,0.040999999999999995,1.949,0.042,2458715.25306,0.01415,5.457269999999999,0.00233,3.2030000000000003,0.655,1.281925,0.005385,1180.0,4.959980000000001,5.22169,0.41226499999999994,866.658,1511.0,13.0,365.168,3.815,7465.0,170.4,4.31,0.08,1.51,0.05,,,1.71,0.276418,"15,16",2019-10-30,2020-05-20,2021-08-19 00:00:00,Minor depth-aperture correlation
190743990,1376.01,,3,4,3,3,4,4,4,16.2,69.0,2,2,4,PC,PC,10.2566,0.006,,1,qlp,21:43:08.91,45:38:48.5,-7.587000000000001,0.049,-20.956999999999997,0.054000000000000006,2458712.33329,0.00312,1.7386599999999999,0.00018,1.273,0.402,1.108016,0.004061,1020.0,3.7400300000000004,4.895490000000001,0.376783,934.846,1540.0,13.0,240.012,1.8065,6026.0,128.9,4.16,0.08,1.45,0.06,,,1.117,0.146874,"15,16",2019-10-30,2020-05-20,2021-08-19 00:00:00,
240613164,1377.01,,5,5,5,5,5,5,5,158.4,621.5,2,1,0,PC,FP,10.1441,0.009000000000000001,,1,qlp,21:45:13.25,45:48:45.17,-4.045,0.057,-4.784,0.057,2458712.0532400003,0.00122,1.99143,8e-05,4.136,0.071,18.335475,0.702229,16745.8,646.568,,,108701.0,5058.0,65.0,4984.88,921.355,9458.2,455.4,,,,,,,,,16,2019-10-30,2019-10-30,2021-08-19 00:00:00,no Rs; could be off target
249812036,1378.01,,3,5,5,3,4,4,4,76.6,324.1,1,2,6,PC,APC,9.624,0.013000000000000001,,1,qlp,22:39:08.53,49:25:35.62,5.235,0.047,-3.878,0.047,2458741.14755,0.00121,5.77804,0.00028,2.378,0.154,5.627816999999999,0.240713,5170.0,221.68,29.0823,4.88751,2065.04,1878.0,51.0,547.399,9.158999999999999,8224.0,161.9,3.81,0.07,2.92,0.1,,,2.02,0.296627,"16,17",2019-10-30,2020-05-20,2021-08-19 00:00:00,2 stars in pixel
252490659,1379.01,,5,5,5,5,1,5,5,0.0,32.7,0,1,0,PC,APC,10.3842,0.006,,1,qlp,22:57:26.35,53:08:27.01,-1.37,0.051,-12.577,0.051,2458739.41415,0.00196,0.0,0.0,4.119,0.273,19.855292000000002,1.9338970000000002,18121.2,1779.6,30.6957,9.6565,449.94699999999995,1283.0,33.0,366.24199999999996,4.5155,5984.0,82.8,3.98,0.08,2.07,0.06,,,1.3330000000000002,0.20471,16,2019-10-30,2019-10-30,2021-08-19 00:00:00,Single transit
274170255,1380.01,,5,5,5,5,5,5,5,34.1,53.3,0,2,3,EB,FP,9.32845,0.006,,1,qlp,21:05:47.12,46:50:42.54,19.689,0.046,2.7739999999999996,0.047,2458712.04951,0.0055,1.41072,0.00028,2.623,0.4,0.543004,0.0011480000000000001,500.0,1.0568899999999999,8.4993,,2001.09,1863.0,14.0,305.67400000000004,2.7495,5197.0,122.0,,,3.84,,,,,,"15,16",2019-10-30,2020-05-20,2021-08-19 00:00:00,TFOP FP; retired as NEB
275722992,1381.01,,3,4,3,3,4,4,4,13.5,49.7,1,1,4,PC,PC,10.379000000000001,0.019,,1,qlp,21:15:08.39,44:53:58.84,-4.862,0.066,-8.024,0.053,2458715.31816,0.00713,6.560339999999999,0.00137,3.032,0.508,1.705945,0.0038729999999999997,1570.0,3.5672800000000002,10.6631,0.627634,1676.02,1782.0,14.0,737.1080000000001,18.430999999999997,9976.0,352.0,4.01,0.06,2.62,0.08,,,2.55,0.362462,"15,16",2019-10-30,2020-05-20,2021-08-19 00:00:00,2 stars in pixel
276360911,1382.01,,5,5,5,5,5,5,5,62.0,282.3,2,1,1,PC,FA,9.624260000000001,0.006,,1,qlp,21:56:12.83,55:44:27.52,12.362,0.053,3.363,0.055999999999999994,2458738.89623,0.0018800000000000002,0.44482,5e-05,1.058,0.174,1.7494439999999998,0.00793,1610.0,7.30347,10.8884,0.742264,14152.2,3038.0,11.0,285.666,2.7319999999999998,7184.0,558.2,4.1,0.12,1.88,0.08,,,1.607,0.374496,"16,17",2019-10-30,2020-05-20,2021-08-19 00:00:00,
313506357,1383.01,,5,5,5,5,5,5,5,37.3,148.7,1,1,0,PC,FP,9.5621,0.006,,1,qlp,23:11:01.81,45:56:01.28,45.998999999999995,0.044000000000000004,0.128,0.039,2458739.62621,0.00161,1.53709,0.00018,2.35,0.153,1.927448,0.0008550000000000001,1773.67,0.787407,6.70661,0.304262,2167.56,1900.0,44.0,178.003,0.8959999999999999,6023.1,122.1,4.24,0.09,1.45,0.06,,,1.215,0.184841,"16,17",2019-10-30,2019-10-30,2021-08-19 00:00:00,likely off target; centroid offset; needs follow-up photometry
328167090,1384.01,,5,5,5,5,5,5,5,17.6,59.7,1,2,2,PC,FP,10.0009,0.006,,1,qlp,22:06:39.23,55:41:10.52,-2.097,0.061,-9.395,0.048,2458739.01537,0.00606,0.71255,0.00025,1.8090000000000002,0.516,0.500818,0.003698,461.164,3.40608,4.95885,0.45860100000000004,4431.5,2273.0,17.0,235.218,1.7195,5128.9,90.1,3.88,,2.1,0.07,,,1.034,,"16,17",2019-10-30,2019-10-30,2021-08-19 00:00:00,likely variability; needs follow-up photometry; TFOP FP
329864959,1385.01,,5,5,5,5,5,5,5,251.8,837.1,1,1,4,PC,FP,8.437000000000001,0.023,,1,qlp,22:12:58.81,53:59:04.27,4.7,1.2,-5.3,1.3,2458739.9674400003,0.0007700000000000001,4.52318,0.00023999999999999998,5.099,0.14800000000000002,27.609959000000003,0.0044340000000000004,25109.1,4.08384,,,,,191.0,324.346,,,,,,,,,,,,"16,17",2019-10-30,2019-10-30,2021-08-19 00:00:00,TFOP FP
343019899,1386.01,,3,4,3,3,4,4,4,0.0,10.2,0,21,4,PC,PC,10.0618,0.006,,1,qlp,22:18:00.98,54:19:08.56,55.052,0.05,10.638,0.044000000000000004,2458752.31132,0.00193,0.0,0.0,5.694,0.8420000000000001,4.079164,0.0021609999999999997,3750.0,1.9900799999999998,6.551,0.370296,,,18.0,146.858,0.6835,5769.0,146.5,4.43,0.08,1.03,0.05,,,1.033,0.128555,"16,17",2019-10-30,2020-05-20,2021-08-19 00:00:00,single transit
343442463,1387.01,,5,5,5,5,5,5,5,16.1,104.8,1,1,6,PC,FP,8.95861,0.006,,1,qlp,22:46:04.49,55:09:46.56,14.058,0.07400000000000001,-1.994,0.061,2458739.5222,0.0029,0.78381,0.00015,1.443,0.18899999999999997,0.46273000000000003,0.001257,426.099,1.1574,3.89595,0.23646599999999998,9401.36,2743.0,18.0,239.688,2.551,7842.0,120.2,4.22,0.08,1.72,0.05,,,1.921,0.29743800000000004,16,2019-10-30,2019-10-30,2021-08-19 00:00:00,
346338552,1388.01,,5,5,5,5,5,5,5,155.9,178.3,0,0,0,KP,KP,9.76031,0.006,,1,qlp,22:57:46.89,38:40:29.71,32.384,0.040999999999999995,-41.751000000000005,0.044000000000000004,2458739.94268,0.00047999999999999996,4.46491,0.0002,2.7030000000000003,0.214,17.026871,0.0034869999999999996,15560.0,3.21152,15.2857,0.7124199999999999,437.171,1273.0,124.0,158.97899999999998,0.971,6051.2,106.5,4.35,0.08,1.18,0.05,0.15784,0.00681689,1.126,0.150085,16,2019-10-30,2020-05-20,2021-08-19 00:00:00,HAT-P-1b
353038705,1389.01,,3,4,3,3,4,4,4,8.6,64.8,8,2,4,PC,PC,9.957500999999999,0.006,,1,qlp,22:12:31.67,31:21:52.8,1.0,1.9,-2.6,1.9,2458711.76216,0.00374,3.06317,0.00037,1.831,0.161,0.803742,0.00176,740.0,1.62131,,,168.9,1004.0,11.0,,,5086.8,115.6,,,,,,,,,"15,16",2019-10-30,2020-05-20,2021-08-19 00:00:00,Need stellar radius
365389353,1390.01,,5,5,5,5,5,5,5,19.5,54.3,1,2,0,PC,FP,10.3093,0.02,,1,qlp,21:35:27.51,51:19:24.88,7.9110000000000005,0.068,4.41,0.063,2458716.35354,0.00331,2.63725,0.00033,2.87,0.225,1.379761,0.001519,1270.0,1.39929,8.74081,0.485284,2643.68,1997.0,14.0,523.373,12.7995,7495.0,195.4,3.88,0.09,2.5,0.1,,,1.73,0.291997,"15,16",2019-10-30,2020-05-20,2021-08-19 00:00:00,Minor depth-aperture correlation
389182138,1391.01,,5,5,5,5,5,5,5,7.7,61.7,4,6,5,PC,FP,10.4602,0.006,,1,qlp,22:54:32.41,54:09:42.53,-94.07,0.049,9.95,0.048,2458740.10705,0.005,2.72687,0.0005,2.467,0.521,1.064543,0.002898,980.0,2.66879,2.5465299999999997,0.202683,543.502,1345.0,11.0,115.74600000000001,0.4265,5256.0,125.8,4.59,0.08,0.79,0.04,,,0.899,0.11374300000000001,"16,17",2019-10-30,2020-05-20,2021-08-19 00:00:00,Potential level 1 candidate
416987878,1392.01,,5,5,5,5,5,5,5,14.5,44.9,2,1,2,PC,FP,10.399000000000001,0.028999999999999998,,1,qlp,21:31:34.11,50:19:14.57,1.791,0.047,-2.781,0.049,2458712.7665,0.004520000000000001,2.86876,0.00042,2.4219999999999997,0.36200000000000004,1.1188850000000001,0.002364,1030.0,2.17774,8.48351,0.518841,2571.69,1983.0,12.0,594.193,10.8995,8342.0,285.2,3.9,0.08,2.65,0.09,,,2.06,0.32161999999999996,"15,16",2019-10-30,2020-05-20,2021-08-31 12:01:36,
430528566,1393.01,,3,5,5,3,4,4,4,28.3,79.9,1,0,6,PC,PC,10.1993,0.006,,1,qlp,22:12:41.1,52:54:03.19,2.0780000000000003,0.05,-17.708,0.049,2458738.74737,0.00133,0.55909,2.9999999999999997e-05,0.955,0.258,1.0754110000000001,0.009284,990.0,8.55091,,,,,16.0,248.79,2.1445,,,,,,,,,1.338,,"16,17",2019-10-30,2021-04-20,2021-08-19 00:00:00,Rs 1.2 from Gaia
431156009,1394.01,,2,4,2,2,4,4,4,10.9,106.8,0,5,3,PC,PC,9.44275,0.006,,1,qlp,22:41:34.99,51:57:55.03,47.604,0.075,15.882,0.071,2458741.20158,0.00919,2.95635,0.00095,3.969,0.374,0.662501,0.155368,610.0,143.089,6.41904,2.09444,21426.9,3370.0,16.0,195.02200000000002,1.5465,6294.0,142.8,4.13,0.09,1.58,0.07,,,1.234,0.190372,"16,17",2019-10-30,2020-05-20,2021-08-19 00:00:00,Potential level 1 candidate
468472950,1395.01,,3,4,3,3,4,4,4,8.8,48.8,0,2,5,PC,PC,10.1277,0.006,,1,qlp,21:25:07.97,40:53:16.16,-3.082,0.107,-6.903,0.09,2458712.35831,0.005229999999999999,0.98736,0.00016999999999999999,1.464,0.252,0.40179699999999996,0.001333,370.0,1.22746,3.41784,0.282621,2591.32,1987.0,10.0,279.953,6.32,6301.3,135.2,4.07,0.09,1.69,0.1,0.0,0.009000000000000001,1.237,0.176353,"15,16",2019-10-30,2020-05-20,2021-08-19 00:00:00,possible NEB
468845640,1396.01,,5,5,5,5,5,5,5,33.9,135.4,1,2,2,PC,FP,10.3217,0.006,,1,qlp,22:31:20.18,53:47:45.79,84.014,0.22699999999999998,18.619,0.32,2458741.72914,0.0022199999999999998,3.99307,0.00063,4.783,0.5670000000000001,4.234813,0.0037549999999999997,3892.81,3.4588,6.35126,0.329438,1282.52,1667.0,49.0,102.931,1.5595,4731.1,101.1,4.35,0.09,0.93,0.04,,,0.752,0.09193860000000001,"16,17",2019-10-30,2019-10-30,2021-08-19 00:00:00,TFOP FP
64553698,1397.01,,5,5,5,5,5,5,5,50.8,206.5,1,5,2,PC,FP,10.1799,0.006,,1,qlp,22:33:48.71,57:33:48.74,50.04600000000001,0.054000000000000006,6.337999999999999,0.053,2458739.38447,0.00103,8.679110000000001,0.0007700000000000001,3.516,0.163,11.059969,0.339405,10134.9,312.555,13.0786,2.4217299999999997,413.11199999999997,1255.0,101.0,194.993,1.2205,6057.0,140.2,4.43,0.09,1.18,0.05,,,1.263,0.20174,"16,17",2019-10-30,2019-10-30,2021-08-19 00:00:00,
66445643,1398.01,,5,5,5,5,4,5,5,24.2,36.8,0,2,5,PC,APC,8.6291,0.008,,1,qlp,22:45:32.71,48:09:41.6,-2.432,0.071,-6.636,0.066,2458742.59061,0.0039700000000000004,6.55236,0.0018899999999999998,2.74,0.449,1.0,0.0019760000000000003,920.61,1.82005,,,815.832,1521.0,19.0,648.398,19.9495,8918.0,182.9,3.51,0.07,,,,,2.45,0.33413899999999996,"16,17",2019-10-30,2019-10-30,2021-08-19 00:00:00,TFOP FP
66783360,1399.01,,3,4,3,3,4,4,4,19.2,85.5,1,2,3,PC,PC,10.2107,0.006,,1,qlp,22:47:53.02,49:55:05.06,18.039,0.078,0.467,0.07,2458738.9840599997,0.00349,1.38155,0.00015,2.263,0.614,1.3145360000000001,0.00526,1210.0,4.84501,5.02044,0.402069,5517.28,2401.0,22.0,252.396,3.0125,6483.0,147.9,4.28,0.08,1.38,0.06,,,1.3230000000000002,0.21034099999999997,"16,17",2019-10-30,2020-05-20,2021-08-19 00:00:00,
258801269,1400.01,,5,5,5,5,5,5,5,6.3,92.9,0,2,6,PC,FP,10.937999999999999,0.006999999999999999,,1,qlp,19:08:06.02,66:17:26.51,4.723,0.06,-12.459000000000001,0.073,2458689.02568,0.00479,5.48923,0.00073,3.29,0.47600000000000003,0.9884700000000001,0.653529,910.0,601.741,11.8401,4.4113,2592.62,1987.0,19.0,370.791,5.6625,6004.0,116.9,4.06,0.07,1.62,0.07,,,1.11,0.138547,"14,15,16,17,18,19",2019-10-30,2020-05-20,2021-08-19 00:00:00,
259126549,1401.01,,5,5,5,5,3,5,5,98.7,202.8,0,1,2,PC,APC,10.9828,0.006,,1,qlp,19:25:38.84,69:06:46.73,0.9,2.0,-6.4,2.1,2458684.19335,0.00045999999999999996,7.38448,0.00011999999999999999,4.538,0.11800000000000001,23.04194,0.00193,20998.8,1.77768,,,433.54400000000004,1271.0,184.0,383.166,,6149.2,239.7,,,,,,,,,16,2019-10-30,2020-05-08,2021-08-19 00:00:00,Retired as TFOP FP. TICv8 Rs = 1.43 Rsun; Rp ~ 24 Re
259129875,1402.01,,5,5,5,5,5,5,5,18.0,70.5,3,2,2,PC,FP,10.5896,0.006999999999999999,,1,qlp,19:27:31.26,68:00:52.9,2.859,0.051,7.617999999999999,0.046,2458684.09715,0.00151,0.43888999999999995,1e-05,0.9470000000000001,0.245,0.705958,0.002246,650.0,2.06904,6.694560000000001,0.45825600000000005,14357.3,3049.0,27.0,576.745,8.5765,7111.0,125.5,3.91,0.09,2.32,0.1,,,1.58,0.269773,"14,15,16,17,18,19",2019-10-30,2020-05-20,2021-08-19 00:00:00,Likely EB
328750515,1403.01,,3,4,3,3,3,4,4,43.1,267.8,3,1,1,PC,PC,10.7387,0.006,,1,qlp,22:09:08.9,57:56:20.3,4.333,0.06,6.381,0.054000000000000006,2458740.90523,0.00869,2.33535,0.0015300000000000001,3.8569999999999998,0.287,3.741371,1.366379,3440.0,1257.69,25.3417,8.15865,35671.1,3828.0,27.0,482.603,9.0575,7577.0,141.5,4.05,0.08,2.08,0.08,,,1.7590000000000001,0.277908,"16,17",2019-10-30,2020-05-20,2021-08-19 00:00:00,
352239069,1404.01,,2,4,2,2,4,4,4,3.4,35.6,1,3,6,PC,PC,10.9425,0.006,,1,spoc,19:28:47.06,58:36:53.15,2.189,0.039,1.72,0.037000000000000005,2458686.10642,0.0026187617,6.86972813009188,0.00016333118,3.96618599285836,0.31448704,0.9575389999999999,0.09679299999999999,881.536878692988,89.14604,3.2599380044171102,0.44514078,244.61358710155102,1008.6486083328699,7.539393400000001,247.074,1.2355,6051.5,118.3,4.48,0.08,1.02659,0.044773900000000005,,,1.1740000000000002,0.158696,"14,15,16,26",2019-10-30,2020-09-11,2021-08-19 00:00:00,Low SNR; could be variability; young star
387834907,1405.01,,5,5,5,5,5,5,5,74.3,373.9,0,3,4,PC,FP,8.4239,0.006,,1,qlp,21:02:40.59,70:04:49.08,3.4,1.5,-1.7,1.5,2458739.88011,0.00199,12.64001,0.00298,6.893,0.425,10.31818,0.605243,9458.38,557.294,,,703.834,1434.0,75.0,,,5195.1,502.3,,,,,,,,,"16,17",2019-10-30,2019-10-30,2021-08-19 00:00:00,TFOP FP; Need stellar radius; possible secondary at ~0.2; second transit in s17 happens just after start of orbit
231736113,1406.01,,3,5,5,3,4,4,5,14.9,64.9,0,16,2,PC,CP,11.4266,0.006,,1,qlp,05:28:30.71,-48:24:32.64,0.889,0.057,-21.885,0.066,2459218.231402,0.001159,10.5739824,2.24e-05,4.04,0.16,5.944363,0.001046,5460.0,0.963427,9.43898,0.456139,171.146,1007.0,51.0,414.23,5.0325,6519.0,135.5,4.36,0.08,1.27,0.06,,,1.34,0.215594,"4,5,6,31,32,33",2019-10-31,2021-02-19,2021-08-19 00:00:00,Confirmed brown dwarf; paper led by Theron Carmichael
69747919,1407.01,,1,5,5,1,5,4,5,4.0,56.1,0,1,1,KP,KP,7.7275,0.006,,1,qlp,22:26:18.27,-18:00:41.99,73.60600000000001,0.105,-114.505,0.09300000000000001,2459085.3911200003,0.01294,9.97813,0.00029,3.1069999999999998,1.34,0.229115,0.002231,211.0,2.05491,1.8974900000000001,0.24872600000000003,254.292,1112.0,9.0,80.8994,0.4704,6073.5,6064.9,4.1,0.3,1.47,0.07,,,1.16,0.157273,"2,28",2019-10-31,2021-10-07,2021-10-07 00:00:00,K2-167 b
